Ledger Type,Cost Center Type,Fund ID,Fund Name,Department ID,Department Name,Division ID,Division Name,Object,Object Description,Revenue Category Code,Category code description,Fiscal Year,July,August,September,October,November,December,January,February,March,April,May,June
B1,IS,01,General Fund,110,CITY MANAGER,202,CITY MANAGER - ADMINISTRATION,,EMPLOYEE HEALTH CONTRIBUTION,804,Salaries and Wages,2013,-6662,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,,EMPLOYEE HEALTH CONTRIBUTION,804,Salaries and Wages,2013,-32245,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,160,INFORMATION SYSTEMS,243,ADMINISTRATION (INFO SYS),,EMPLOYEE HEALTH CONTRIBUTION,804,Salaries and Wages,2013,-3259,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,150,HUMAN RESOURCES,250,ADMINISTRATIVE SERVICES,,EMPLOYEE HEALTH CONTRIBUTION,804,Salaries and Wages,2013,-2255,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,560,CULTURAL AFFAIRS,,EMPLOYEE HEALTH CONTRIBUTION,810,Salaries and Wages,2013,-6005,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,410,LIBRARY,613,ADMIN. AND FACILITIES,,EMPLOYEE HEALTH CONTRIBUTION,812,Salaries and Wages,2013,-8420,0,0,0,0,0,0,685,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,,EMPLOYEE HEALTH CONTRIBUTION,810,Salaries and Wages,2013,-817,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,,EMPLOYEE HEALTH CONTRIBUTION,810,Salaries and Wages,2013,-1734,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,,EMPLOYEE HEALTH CONTRIBUTION,810,Salaries and Wages,2013,-1507,0,0,0,0,0,0,0,0,0,0,0
B1,IS,27,Resource Recovery & Recyc Fund,500,PUBLIC WORKS,441,RESOURCE RECOVERY & RECYCLING,,EMPLOYEE HEALTH CONTRIBUTION,808,Salaries and Wages,2013,-63377,0,0,-1306,1306,0,0,0,0,0,0,0
B1,IS,33,Airport Fund,500,PUBLIC WORKS,431,AIRPORT,,EMPLOYEE HEALTH CONTRIBUTION,,Salaries and Wages,2013,-6071,0,0,0,0,0,0,653,0,0,0,0
B1,IS,41,Big Blue Bus Fund,600,BIG BLUE BUS,655,TRANSIT OPERATIONS,,EMPLOYEE HEALTH CONTRIBUTION,808,Salaries and Wages,2013,-203370,0,0,0,0,0,0,0,0,0,0,0
B1,IS,54,Vehicle Management Fund,500,PUBLIC WORKS,459,FLEET MANAGEMENT,,EMPLOYEE HEALTH CONTRIBUTION,808,Salaries and Wages,2013,-23610,0,0,0,0,0,0,0,0,0,0,0
B1,IS,19,CDBG Fund,700,NON-DEPARTMENTAL,274,ALL OTHER TRANSACTIONS,577723,CDBG - OTHER PROGRAMS,, Supplies and Expenses,2013,510000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,04,Special Revenue Source Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,402510,COMM & TRIBUTE PROG,622,Other,2013,-25000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,04,Special Revenue Source Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,555350,COMM & TRIBUTE PROGRAM,810, Supplies and Expenses,2013,0,0,0,0,0,0,0,25000,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,544450,ADMIN-COMMUNICATION EFFORTS,810, Supplies and Expenses,2013,50167,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409021,ENRICHMENT-FALL,612,Charges for Service,2013,-124489,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,110,CITY MANAGER,226,OFF SUSTAINABILITY & ENVIRON,408200,SINGLE-USE CARRYOUT BAG BAN,612,Charges for Service,2013,-500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,37,Cemetery Fund,500,PUBLIC WORKS,641,CEMETERY,556130,SOLD CASKETS,808, Supplies and Expenses,2013,50000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,511000,PERMANENT EMPLOYEES,,Salaries and Wages,2013,312174,0,0,0,0,0,0,-7084,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,511713,MEDICARE-MISC EMPLOYEES,840,Salaries and Wages,2013,5140,0,0,0,0,0,0,70,0,0,0,0
B1,IS,41,Big Blue Bus Fund,600,BIG BLUE BUS,654,TRANSIT OPERATIONS,,EMPLOYEE HEALTH CONTRIBUTION,808,Salaries and Wages,2013,-18904,315,0,0,0,0,0,1728,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409006,CHILDCARE-FEBRUARY,612,Charges for Service,2013,-31130,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409042,ELEM SPORTS-WINTER,612,Charges for Service,2013,-52410,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409043,ELEM SPORTS-SPRING,612,Charges for Service,2013,-54654,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409062,SMSE-SPRING,612,Charges for Service,2013,-7636,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,560,CULTURAL AFFAIRS,540590,EMPLOYEE RECOGNITION & APPRECI,810, Supplies and Expenses,2013,180,0,0,0,0,0,0,0,0,0,0,0
B1,IS,37,Cemetery Fund,500,PUBLIC WORKS,641,CEMETERY,402820,FLOWER SALES,650,Charges for Service,2013,-16320,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,560,CULTURAL AFFAIRS,522110,UTIL - LIGHT / POWER,810, Supplies and Expenses,2013,4388,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,511743,MEDICAL - MISC. EMPL,,Salaries and Wages,2013,50187,0,0,0,0,0,0,5000,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,511774,RETIREMENT - AS NEEDED,,Salaries and Wages,2013,700,0,0,0,0,0,0,7,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,,DISABILITY INSURANCE,,Salaries and Wages,2013,2685,0,0,0,0,0,0,72,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,522720,MILEAGE,820, Supplies and Expenses,2013,500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,523000,VEHICLE MGMT FUND-MAINTENANCE,, Supplies and Expenses,2013,3930,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,544010,SPECIAL DEPARTMENT SUPPLIES,, Supplies and Expenses,2013,800,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,577540,FARMERS' MKT SPECIAL EVENTS,, Supplies and Expenses,2013,29623,0,0,0,0,0,0,0,0,0,0,0
B1,IS,58,Risk Management - Admin,130,FINANCE,229,RISK MANAGEMENT-ADMIN,522210,UTILITIES - TELEPHONE,804, Supplies and Expenses,2013,2050,0,0,0,0,0,0,0,0,0,0,0
B1,IS,30,Pier Fund,300,POLICE,623,HARBOR UNIT,533030,PROPERTY INSURANCE,, Supplies and Expenses,2013,2066,0,0,0,0,0,0,0,0,0,0,0
B1,IS,37,Cemetery Fund,500,PUBLIC WORKS,641,CEMETERY,533030,PROPERTY INSURANCE,808, Supplies and Expenses,2013,50282,0,0,0,0,0,0,0,0,0,0,0
B1,IS,25,Water Fund,500,PUBLIC WORKS,671,WATER,533030,PROPERTY INSURANCE,854, Supplies and Expenses,2013,141844,0,0,0,0,0,0,0,0,0,0,0
B1,IS,30,Pier Fund,300,POLICE,623,HARBOR UNIT,533040,SPECIAL INSURANCE,, Supplies and Expenses,2013,1150,0,0,0,0,0,0,0,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,511000,PERMANENT EMPLOYEES,816,Salaries and Wages,2013,19408,0,0,0,0,0,0,9660,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,555060,PROFESSIONAL SERVICES,816, Supplies and Expenses,2013,2500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,,DCAP,,Salaries and Wages,2013,432,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,,DISABILITY INSURANCE,,Salaries and Wages,2013,4033,0,0,0,0,0,0,40,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,522320,METERED POSTAGE,, Supplies and Expenses,2013,600,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,544010,SPECIAL DEPARTMENT SUPPLIES,, Supplies and Expenses,2013,2000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,555990,PARKING AGREEMENT W / MACERICH,804, Supplies and Expenses,2013,2517214,0,0,0,0,0,0,-467214,0,-2050000,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,267,STRATEGIC & TRANSP. PLANNING,408020,TRAFFIC CONTROL,612,Charges for Service,2013,-2625,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,130,FINANCE,224,BUSINESS & REVENUE OPERATIONS,,EMPLOYEE HEALTH CONTRIBUTION,804,Salaries and Wages,2013,-13339,0,0,365,0,0,0,0,0,232,0,0
B1,IS,01,General Fund,150,HUMAN RESOURCES,252,EMPLOYEE RELATIONS & BENEFITS,,EMPLOYEE HEALTH CONTRIBUTION,804,Salaries and Wages,2013,-8364,0,0,628,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,307,CRIMINAL INVESTIGATION DIV,,EMPLOYEE HEALTH CONTRIBUTION,806,Salaries and Wages,2013,-9937,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,310,FIRE,312,FIRE - ADMINISTRATION,,EMPLOYEE HEALTH CONTRIBUTION,806,Salaries and Wages,2013,-12990,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,417,PARKING OPERATIONS,,EMPLOYEE HEALTH CONTRIBUTION,816,Salaries and Wages,2013,0,0,0,0,0,0,0,0,0,-5580,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,,EMPLOYEE HEALTH CONTRIBUTION,810,Salaries and Wages,2013,-1451,0,0,0,0,0,0,0,0,0,0,0
B1,IS,25,Water Fund,500,PUBLIC WORKS,671,WATER,,EMPLOYEE HEALTH CONTRIBUTION,840,Salaries and Wages,2013,-31672,0,0,502,0,0,0,0,0,0,0,0
B1,IS,30,Pier Fund,300,POLICE,623,HARBOR UNIT,,EMPLOYEE HEALTH CONTRIBUTION,,Salaries and Wages,2013,-5156,0,0,0,0,0,0,0,0,0,0,0
B1,IS,41,Big Blue Bus Fund,600,BIG BLUE BUS,642,TRANSIT FINANCE AND GRANTS,,EMPLOYEE HEALTH CONTRIBUTION,808,Salaries and Wages,2013,-5168,0,0,0,0,0,0,848,0,0,0,0
B1,IS,41,Big Blue Bus Fund,600,BIG BLUE BUS,653,TRANSIT MAINTENANCE,,EMPLOYEE HEALTH CONTRIBUTION,808,Salaries and Wages,2013,-13166,-864,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409004,CHILDCARE-DECEMBER,612,Charges for Service,2013,-35467,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409007,CHILDCARE-MARCH,612,Charges for Service,2013,-31130,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409008,CHILDCARE-APRIL,612,Charges for Service,2013,-31130,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409022,ENRICHMENT-WINTER,612,Charges for Service,2013,-103983,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409033,CAMP SM-SUMMER,612,Charges for Service,2013,-39819,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409061,SMSE-WINTER,612,Charges for Service,2013,-3640,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,544230,COMMUNITY SERVICES SU,810, Supplies and Expenses,2013,7500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,511746,MED TRUST - MISC. EMPL,810,Salaries and Wages,2013,8690,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,,DISABILITY INSURANCE,810,Salaries and Wages,2013,2200,0,0,0,0,0,0,22,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,522900,MEMBERSHIPS AND DUES,810, Supplies and Expenses,2013,150,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,,LIFE INSURANCE & AD & D,810,Salaries and Wages,2013,115,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,511490,OVERTIME,810,Salaries and Wages,2013,2657,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,511713,MEDICARE-MISC EMPLOYEES,810,Salaries and Wages,2013,1458,0,0,0,0,0,0,15,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,511774,RETIREMENT - AS NEEDED,810,Salaries and Wages,2013,928,0,0,0,0,0,0,9,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,,DCAP,810,Salaries and Wages,2013,72,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,522310,OFFICE SUPPLIES / EXPENSES,810, Supplies and Expenses,2013,1800,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,401004,SWIM CENTER-PERMIT GROUPS,612,Charges for Service,2013,0,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,401010,SWIM CENTER-WET WORKOUTS,612,Charges for Service,2013,0,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,407480,AIRPORT PARK DROP IN PROGRAM,612,Charges for Service,2013,0,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,400360,SMARS SOCIAL PROGRAM,612,Charges for Service,2013,0,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,150,HUMAN RESOURCES,252,EMPLOYEE RELATIONS & BENEFITS,544160,RIDESHARE PROGRAM,804, Supplies and Expenses,2013,102221,0,0,0,0,0,0,-96000,0,0,0,0
B1,IS,01,General Fund,130,FINANCE,224,BUSINESS & REVENUE OPERATIONS,522620,RENT,804, Supplies and Expenses,2013,149371,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,511749,VISION,804,Salaries and Wages,2013,1088,0,0,0,0,0,0,0,0,-1088,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,511773,RETIREMENT - MISC. EMPL,804,Salaries and Wages,2013,111752,0,0,0,0,0,0,1118,0,-112870,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,522111,UTIL-LIGHT/POWER-GF,804, Supplies and Expenses,2013,169763,0,0,0,0,0,0,0,0,-169763,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,522116,UTIL-LIGHT/POWER-CIVIC PARKING,804, Supplies and Expenses,2013,75335,0,0,0,0,0,0,0,0,-75335,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,522310,OFFICE SUPPLIES / EXPENSE,804, Supplies and Expenses,2013,8800,0,0,0,0,0,0,0,0,-8800,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,544010,SPECIAL DEPARTMENT SUPPLIES,804, Supplies and Expenses,2013,29924,0,0,0,0,0,0,0,0,-29924,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409031,CAMP SM-WINTER,612,Charges for Service,2013,-6393,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,262,HUMAN SERVICES,409053,MIDDLE SPORTS-SPRING,612,Charges for Service,2013,-24937,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,522610,EQUIPMENT RENTAL,, Supplies and Expenses,2013,4000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,58,Risk Management - Admin,130,FINANCE,229,RISK MANAGEMENT-ADMIN,511730,WORKERS' COMP INSURANCE,804,Salaries and Wages,2013,7792,0,0,0,0,0,0,0,0,0,0,0
B1,IS,58,Risk Management - Admin,130,FINANCE,229,RISK MANAGEMENT-ADMIN,511743,MEDICAL - MISC. EMPL,804,Salaries and Wages,2013,136850,0,0,0,0,0,0,0,0,0,0,0
B1,IS,58,Risk Management - Admin,130,FINANCE,229,RISK MANAGEMENT-ADMIN,,EMPLOYEE HEALTH CONTRIBUTION,804,Salaries and Wages,2013,-6343,0,0,0,0,0,0,0,0,0,0,0
B1,IS,58,Risk Management - Admin,130,FINANCE,229,RISK MANAGEMENT-ADMIN,511773,RETIREMENT - MISC. EMPL,804,Salaries and Wages,2013,197751,0,0,998,0,0,0,1987,0,0,0,0
B1,IS,58,Risk Management - Admin,130,FINANCE,229,RISK MANAGEMENT-ADMIN,,DCAP,804,Salaries and Wages,2013,852,0,0,0,0,0,0,0,0,0,0,0
B1,IS,58,Risk Management - Admin,130,FINANCE,229,RISK MANAGEMENT-ADMIN,522320,METERED POSTAGE,804, Supplies and Expenses,2013,1000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,27,Resource Recovery & Recyc Fund,500,PUBLIC WORKS,441,RESOURCE RECOVERY & RECYCLING,533030,PROPERTY INSURANCE,808, Supplies and Expenses,2013,2288,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,700,NON-DEPARTMENTAL,274,ALL OTHER TRANSACTIONS,533030,PROPERTY INSURANCE,804, Supplies and Expenses,2013,778681,0,0,0,0,0,0,0,0,0,0,0
B1,IS,58,Risk Management - Admin,130,FINANCE,229,RISK MANAGEMENT-ADMIN,533030,PROPERTY INSURANCE,, Supplies and Expenses,2013,768,0,0,0,0,0,0,0,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,400881,SPC HAP SU02,610,Intergovernmental,2013,-67092,0,0,0,0,0,0,0,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,511000,PERMANENT EMPLOYEES,816,Salaries and Wages,2013,0,0,0,0,0,0,0,8205,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,511713,MEDICARE-MISC EMPLOYEES,816,Salaries and Wages,2013,14709,0,0,0,0,0,0,147,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,,EAP,816,Salaries and Wages,2013,1348,0,0,0,0,0,0,0,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,522620,RENT,816, Supplies and Expenses,2013,158927,0,0,0,0,0,0,0,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,522720,MILEAGE,816, Supplies and Expenses,2013,1300,0,0,0,0,0,0,0,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,522900,MEMBERSHIPS AND DUES,816, Supplies and Expenses,2013,3500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,544390,OTHER COSTS,816, Supplies and Expenses,2013,1150,0,0,0,0,0,0,0,0,0,0,0
B1,IS,12,Housing Authority Fund,620,HOUSING & ECONOMIC DEVELOPMENT,269,HOUSING SERVICES,555060,PROFESSIONAL SERVICES,816, Supplies and Expenses,2013,0,0,0,0,0,0,0,2500,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,268,ECONOMIC DEVELOPMENT,522540,ADVERTISING,804, Supplies and Expenses,2013,12835,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,407180,VALET LICENSING FEES,608,Licenses and Permits,2013,-75000,0,0,0,0,0,0,0,0,75000,0,0
B1,IS,01,General Fund,130,FINANCE,225,PARKING OPERATIONS,408000,INTERFUND SERVICES-TMP,612,Charges for Service,2013,-2046536,0,0,0,0,0,0,0,0,2046536,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,544,COMMUNITY RECREATION,407210,EVENT PERMIT FEE,612,Charges for Service,2013,0,0,0,0,0,0,0,0,0,0,0,0
B1,IS,41,Big Blue Bus Fund,600,BIG BLUE BUS,651,TRANSIT MAINTENANCE,511560,CAPITALIZED LABOR,,Salaries and Wages,2013,-651946,0,0,0,0,0,0,-6519,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,266,CITY PLANNING/DEVELOPMENT REV.,401590,PLANNING PRESUBMITTAL REVIEW,612,Charges for Service,2013,-3050,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,302,ANIMAL CONTROL UNIT,511744,MED TRUST - POLICE,806,Salaries and Wages,2013,1738,0,0,0,0,0,0,0,0,0,0,0
B1,IS,30,Pier Fund,500,PUBLIC WORKS,455,PIER MAINTENANCE,511748,DENTAL,,Salaries and Wages,2013,4385,0,0,486,0,0,0,0,0,0,0,0
B1,IS,30,Pier Fund,500,PUBLIC WORKS,455,PIER MAINTENANCE,511773,RETIREMENT - MISC. EMPL,,Salaries and Wages,2013,67262,0,0,-3922,0,0,0,633,0,0,0,0
B1,IS,30,Pier Fund,500,PUBLIC WORKS,455,PIER MAINTENANCE,522825,FOOD PURCHASES,, Supplies and Expenses,2013,180,0,0,0,0,0,0,0,0,0,0,0
B1,IS,30,Pier Fund,500,PUBLIC WORKS,455,PIER MAINTENANCE,533210,BLDG OPER / CUST SUPPLIES,, Supplies and Expenses,2013,98000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,30,Pier Fund,500,PUBLIC WORKS,455,PIER MAINTENANCE,533240,PIER MAINTENANCE,, Supplies and Expenses,2013,391914,0,0,0,0,0,0,0,0,0,0,0
B1,IS,33,Airport Fund,500,PUBLIC WORKS,457,AIRPORT MAINTENANCE,511490,OVERTIME,,Salaries and Wages,2013,5081,0,0,0,0,0,0,51,0,0,0,0
B1,IS,33,Airport Fund,500,PUBLIC WORKS,457,AIRPORT MAINTENANCE,511730,WORKERS' COMP INSURANCE,,Salaries and Wages,2013,6843,0,0,0,0,0,0,0,0,0,0,0
B1,IS,33,Airport Fund,500,PUBLIC WORKS,457,AIRPORT MAINTENANCE,511749,VISION,,Salaries and Wages,2013,541,0,0,0,0,0,0,0,0,0,0,0
B1,IS,33,Airport Fund,500,PUBLIC WORKS,457,AIRPORT MAINTENANCE,544170,UNIFORM / PROTECTIVE CLOTHING,810, Supplies and Expenses,2013,3000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,44,SCAQMD AB 2766 Fund,500,PUBLIC WORKS,459,FLEET MANAGEMENT,404940,AB2766 MBILE SRCE AIR POLL FEE,610,Intergovernmental,2013,-110000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,54,Vehicle Management Fund,500,PUBLIC WORKS,459,FLEET MANAGEMENT,407290,FUEL SURCHARGE,650,Charges for Service,2013,-66300,0,0,0,0,0,0,0,0,0,0,0
B1,IS,54,Vehicle Management Fund,500,PUBLIC WORKS,459,FLEET MANAGEMENT,511490,OVERTIME,808,Salaries and Wages,2013,84066,0,0,0,0,0,0,841,0,0,0,0
B1,IS,54,Vehicle Management Fund,500,PUBLIC WORKS,459,FLEET MANAGEMENT,522210,UTILITIES - TELEPHONE,808, Supplies and Expenses,2013,4638,0,0,0,0,0,0,0,0,0,0,0
B1,IS,54,Vehicle Management Fund,500,PUBLIC WORKS,459,FLEET MANAGEMENT,533120,SPECIAL EQUIP MAINT,808, Supplies and Expenses,2013,43241,0,0,0,0,0,0,0,0,0,0,0
B1,IS,54,Vehicle Management Fund,500,PUBLIC WORKS,459,FLEET MANAGEMENT,544010,SPEC DEPT SUPPLIES,808, Supplies and Expenses,2013,60000,0,0,0,0,0,0,0,0,0,0,0
