Ledger Type,Cost Center Type,Fund Id,Fund Description,Expenditure Category Id,Expenditure Category Description,Project ID,Project Description,Fiscal year,July,August,September,October,November,December,January,February,March,April,May,June
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9061,STREET SIGN INVENTORY         ,14,60000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9062,BERGAMOT ST/SMC PARKING ACCESS,14,100000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9063,SIGNAGE & MARKING INSTALLATION,14,50000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9064,ELECTRICAL SVC CABINET UPGRADE,14,250000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,9065,OPEN DATA INITIATIVE          ,14,54000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,760,WATER & WASTEWATER (CIP)      ,9066,OLYMPIC TRTMT PLANT PILOT -GIL,14,650000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,760,WATER & WASTEWATER (CIP)      ,9067,OLYMPIC SUBBASIN WELL HYDROLOG,14,500000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7060,EXPO MAINT YARD BUFFER PARK   ,14,240157,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9096,CALIFORNIA INCLINE BRIDGE REPL,14,389157,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,0265,PALISADES PARK DRAINAGE IMPROV,14,950000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,6017,PERMEABLE SURFACE ALLEYS      ,14,100000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,6018,PERMEABLE STREET GUTTERS      ,14,84000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,6020,PARKWAY INFILTRATION SYSTEMS  ,14,680000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,6021,LOS AMIGOS PARK RETROFIT      ,14,1000000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,6022,MARINE PARK RETROFIT          ,14,1050000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,6025,TRASH BMP                     ,14,1492000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,9069,PIER WATERSHED RUNOFF INFILTRA,14,300000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0649,BEACH PARKING LOT IMPROVEMENTS,14,250000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0715,PARKING REVENUE EQUIPMENT     ,14,160000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0758,REFURBISH LIFEGUARD HEADQUARTE,14,100000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,6040,ACCESSIBLE BEACH WALKWAY      ,14,269500,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,9070,BEACH PLAYGROUND ENHANCEMENTS ,14,627297,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00019,CDBG Fund                     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7045,MICHIGAN AVE GREENWAY MANGo   ,14,366943,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0222,BIKE NTWK LINKS TO EXPO-PROP C,14,880157,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0222,BIKE NTWK LINKS TO EXPO-METRO ,14,1320234,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0397,EXPO MAINT YARD BUFF-PROP A LR,14,480735,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0418,PROP C LR-BIKE RACK REPLACEMEN,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0655,PIER BRIDGE IMPROVEMENTS      ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7030,TRAFFIC SIGNAL SYNCH-PROP C   ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7040,COLORADO AVE ESPL - STPL FUNDS,14,1239773,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7040,COLORADO AVE ESPL - PROP C LR ,14,1175227,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7060,EXPO MAINT YD BUFFER PARK-HRP ,14,1000000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7073,4TH CRT-PROP C LR             ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7078,MOOMAT AHIKO-PROP C LR        ,14,243733,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,8014,NO NET NEW TRIPS-MATCH PROP C ,14,27455,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9096,CALIF INCLINE BRIDGE-HBP-FHWA ,14,13667422,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9096,CALIF INCLINE BRIDGE-TEA21 FDS,14,5605103,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9097,4TH ST ENHANCEMT DESIGN-MEAS R,14,200000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9100,WAYFINDING METRO CFP          ,14,364263,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9100,WAYFINDING PROP C LR          ,14,91065,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9102,EDISON LANGUAGE AC SAFE ROUTES,14,369700,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0136,WATER MAIN REPLACEMENT        ,14,2000000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0388,AUTO METER READING PILOT PROG ,14,1000000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0784,SAN VIC BOOSTER ST EMERG GEN  ,14,2500000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0785,UTILITY BILLING SOFTWARE      ,14,65000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0878,ARCADIA PRESSURE VESSEL REHAB ,14,900000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,4086,WATER METER SHOP RENOVATIONS  ,14,75000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,7040,COLORADO AVE ESP-WATER MAIN   ,14,250000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,7064,EXPO WATER BETTERMENTS        ,14,478000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,8020,WATER SYSTEMS DATA INTEGRATION,14,50000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9015,SCADA SYSTEMS UPGRADE         ,14,200000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9039,WATER MODELING SOFTWARE       ,14,150000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9040,VALVE STUDY/REPLACEMENT       ,14,500000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9043,WATER MAIN REPLACE-OLY LOOP   ,14,1000000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9074,BOOSTER PUMPS AND ACTUATERS EV,14,300000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9076,CLIMATE ACTION PLAN           ,14,75000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9078,GROUNDWATER MANAGEMENT PLAN   ,14,200000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9096,CALIF INCLINE CONSTRUCTION    ,14,1100000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0227,REFUSE CONTAINER PURCHASE     ,14,770500,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,9036,REFUSE/RECYCLING ENCLOSURES   ,14,30000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,9080,REPLACE PIER FIRE SPRINKLER SY,14,315000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,9081,PIER WEST END EMERG ESCAPE    ,14,35000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,9082,PIER SOUTH SIDE STAIRS RECONST,14,35000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00030,Pier Fund                     ,710,GENERAL GOVERNMENT (CIP)      ,9103,PIER SWITCHGEAR               ,14,200000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0388,AUTO METER READING PILOT PROG ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0628,WASTEWATER MAIN REPLACEMENT   ,14,1500000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0774,MOSS AVENUE PUMPING STATION   ,14,500000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0785,UTILITY BILLING SOFTWARE      ,14,65000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0947,AB1600 SEWER EXP PROJ         ,14,1500000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,4022,SCADA SYSTEMS UPGRADE         ,14,150000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,4060,FLAP HAPPY DEMOLITION         ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7040,COLORADO AVE ESP WASTEWATER IM,14,750000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,710,GENERAL GOVERNMENT (CIP)      ,8020,WASTEWATER SYSTEMS DATA INTEGR,14,50000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,9039,WASTEWATER MODELING SOFTWARE  ,14,100000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,4081,AIRPORT ENVIROMENTAL ENHANCEME,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,6033,AIRPORT BUILDINGS REHAB       ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,9085,SUSTAINABLE AIRPORT VISITORS' ,14,200000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0099,FARE BOX SYSTEM               ,14,100000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0100,RADIO SYSTEM                  ,14,80000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0106,BUS COMPONENTS                ,14,4373925,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0107,YARD IMPROVEMENTS             ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0113,COMPUTER ENHANCEMENTS         ,14,834018,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0114,BUS STOP AMENITIES            ,14,1169200,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0115,SERVICE VEHICLES              ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0458,DOWNTOWN TRANSIT              ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0519,BUS REPLACEMENT               ,14,9754862,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0709,SHOP EQUIPMENT                ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0826,FACILITY UPGRADES & RENOVATION,14,1752000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0877,DIAL A RIDE VEHICLES          ,14,275000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0956,PROP 1B SAFETY & SECURITY     ,14,516483,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,2076,TRANSIT ORIENTED DEVELOPMENT  ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7061,EXPO LIGHT RAIL SUPPORT       ,14,70000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,9092,SYSTEM IMPLEMENTATION         ,14,400000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,9098,DOWNTOWN SM TEMP USE TOD SITE ,14,1289000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,0266,PALISADES PARK PLAYGROUND     ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00053,Parks and Recreation Fund     ,720,COMM & ECON DEV (CIP)         ,9093,OZONE PARK IMPROVEMENTS       ,14,122000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0167,VEHICLE ENHANCEMENT PURCHASES ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0167,VEHICLE REPLACEMENT PURCHASES ,14,6376155,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00056,"Self-insur, General Liab/Auto ",710,GENERAL GOVERNMENT (CIP)      ,9095,FUNCTIONAL TESTING FACILITY AT,14,82600,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00077,Parking Authority Fund        ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4079,PKG STRUCTURES ELEVATOR REPL  ,14,1000000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00004,Special Revenue Source Fund   ,720,COMM & ECON DEV (CIP)         ,5006,LOW MOD INCOME HOUSING        ,14,2260936,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,9101,LOW-MOD INCOME HOUSING DEVELOP,14,603958,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0085,CITYWIDE FACILITIES MAINT PROG,14,1500000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,ANNUAL ST RESURF/SIDEWALK REPR,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0456,CROSSWALK IMPROVEMENTS        ,14,50000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,4078,SWIM CENTER MAINTENANCE       ,14,953000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7070,CROSSWALK RENEWAL PROGRAM     ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7071,SURFACE PKG LOT IMPROVEMENTS  ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7078,MOOMAT AHIKO WAY REHAB        ,14,366267,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9054,MAINT-PARKING STRUCTURES/ LOTS,14,200000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,ANNUAL PAVING/SIDEWALK REPAIR ,14,470000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7070,CROSSWALK RENEWAL PROGRAM     ,14,300000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,4078,BEACH HSE SWIM FAC PLAN MAINT ,14,65000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,9071,BEACH RESTROOM REPAIRS        ,14,106083,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,9073,BEACH MAINTENANCE BUILDING REP,14,96630,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,ANNUAL PAVING/SIDEWALK -MEAS R,14,780000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,ANNUAL PAVING/SIDEWALK -PROP C,14,150000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,PROP C LR-ST RESUF-FY 12.13   ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,ANNUAL STREET/PARK PARKING LOT,14,300000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0193,CITY FORCES-WATER MAIN REPL PR,14,100000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,4006,AREA 10 PIER NEWCOMB UPGRADE1 ,14,295000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,4007,PIER GANGWAY                  ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,ANNUAL STREET/PARK PARKING LOT,14,250000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0347,HYPERION CAPITAL PAYMENT      ,14,3500000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,0638,AIRFIELD PAVEMENT MAINTENANCE ,14,582192,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,9083,AIRPORT ADMIN BUILDING MAINTEN,14,130000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,9084,3200 AIRPORT AVE BLD MAINT    ,14,120000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,9086,DC 3 MEMORIAL MAINTENANCE     ,14,50000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIPMENT REPLACEMENT,14,1328019,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATION SERVICES    ,14,352899,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0167,FLEET VEHICLE REPLACEMENT     ,14,2000000,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0003,COMPUTER EQUIP REPLACE PROG   ,14,14725,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0003,COMP EQUIP REPL PROG-BEACH HOU,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0006,TELECOM SVCS-BEACH HOUSE      ,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0006,TELECOMMUNICATIONS SERVICES   ,14,6922,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0167,FLEET VEHICLE RPLCMNT-BEACH HO,14,0,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0167,FLEET VEHICLE REPLACEMENT     ,14,182504,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00012,Housing Authority Fund        ,720,COMM & ECON DEV (CIP)         ,0003,COMPUTER EQUIP REPLACE PROG   ,14,8220,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00012,Housing Authority Fund        ,720,COMM & ECON DEV (CIP)         ,0006,TELECOMMUNICATIONS SERVICES   ,14,4151,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,14,45520,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,14,41757,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00025,Water Fund                    ,710,GENERAL GOVERNMENT (CIP)      ,0167,FLEET VEHICLE REPLACEMENT     ,14,330373,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,14,34230,0,0,0,0,0,0,0,0,0,0,0
BA,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,14,7256,0,0,0,0,0,0,0,0,0,0,0
